pond_id,date_time,doy,meta_top,meta_bottom,thermocline,buoy_freq
B,5/27/2020 22:00,148,0,2,1.75,0.081520629
B,5/27/2020 22:30,148,0,2,1.75,0.081520629
B,5/27/2020 23:00,148,0,2,1.75,0.081520629
B,5/27/2020 23:30,148,0,2,1.75,0.081520629
B,5/28/2020 0:00,149,0,2,1.75,0.081520629
B,5/28/2020 0:30,149,0,2,1.75,0.081520629
B,5/28/2020 1:00,149,0,2,1.75,0.081520629
B,5/28/2020 1:30,149,0,2,1.75,0.081520629
B,5/28/2020 2:00,149,0.133476305,2,1.75,0.081520629
B,5/28/2020 2:30,149,0,2,1.75,0.081520629
B,5/28/2020 3:00,149,0,2,1.75,0.081520629
B,5/28/2020 3:30,149,0,2,1.75,0.081520629
B,5/28/2020 4:00,149,0.154968361,2,1.75,0.081520629
B,5/28/2020 4:30,149,0.184809945,2,1.75,0.083413934
B,5/28/2020 5:00,149,0.154803365,2,1.75,0.083413934
B,5/28/2020 5:30,149,0.184998932,2,1.75,0.083413934
B,5/28/2020 6:00,149,0.185442579,2,1.75,0.083413934
B,5/28/2020 6:30,149,0.185442579,2,1.75,0.083413934
B,5/28/2020 7:00,149,0.185187861,2,1.75,0.083413934
B,5/28/2020 7:30,149,0.387081123,2,1.75,0.083413934
B,5/28/2020 8:00,149,0.18459479,2,1.75,0.083413934
B,5/28/2020 8:30,149,0.18459479,2,1.75,0.083413934
B,5/28/2020 9:00,149,0,2,1.75,0.083413934
B,5/28/2020 9:30,149,0,2,1.75,0.083413934
B,5/28/2020 10:00,149,0.631442261,2,1.75,0.083413934
B,5/28/2020 10:30,149,0.631667977,2,1.75,0.081666472
B,5/28/2020 11:00,149,0.631667977,2,1.75,0.083413934
B,5/28/2020 11:30,149,0.656698104,2,1.75,0.081666472
B,5/28/2020 12:00,149,0.631655668,2,1.75,0.081666472
B,5/28/2020 12:30,149,0.656698104,2,1.75,0.081666472
B,5/28/2020 13:00,149,0.656045127,2,1.75,0.083563386
B,5/28/2020 13:30,149,0.631393571,2,1.75,0.083563386
B,5/28/2020 14:00,149,0.654148868,2,1.75,0.085464076
B,5/28/2020 14:30,149,0,2,1.75,0.085464076
B,5/28/2020 15:00,149,0.651600118,2,1.75,0.087390835
B,5/28/2020 15:30,149,0.630234763,2,1.75,0.087390835
B,5/28/2020 16:00,149,0.630085017,2,1.75,0.089299113
B,5/28/2020 16:30,149,0.500992506,2,1.75,0.089299113
B,5/28/2020 17:00,149,0.186824105,2,1.75,0.089299113
B,5/28/2020 17:30,149,0.444024312,2,1.75,0.091211159
B,5/28/2020 18:00,149,0.364776695,2,1.75,0.091211159
B,5/28/2020 18:30,149,0.345410087,2,1.75,0.091211159
B,5/28/2020 19:00,149,0.204992058,2,1.75,0.091211159
B,5/28/2020 19:30,149,0.236788879,2,1.75,0.091211159
B,5/28/2020 20:00,149,0.184253363,2,1.75,0.091211159
B,5/28/2020 20:30,149,0.386897123,2,1.75,0.091211159
B,5/28/2020 21:00,149,0.184530467,2,1.75,0.091211159
B,5/28/2020 21:30,149,0.183942186,2,1.75,0.091211159
B,5/28/2020 22:00,149,0.40475666,2,1.75,0.091211159
B,5/28/2020 22:30,149,0.404803365,2,1.75,0.089299113
B,5/28/2020 23:00,149,0.245885158,2,1.75,0.089299113
B,5/28/2020 23:30,149,0.435187861,2,1.75,0.089299113
B,5/29/2020 0:00,150,0.632417942,2,1.75,0.089299113
B,5/29/2020 0:30,150,0.43582751,2,1.75,0.089299113
B,5/29/2020 1:00,150,0.435572178,2,1.75,0.089299113
B,5/29/2020 1:30,150,0.633864434,2,1.75,0.089299113
B,5/29/2020 2:00,150,0.634317504,2,1.75,0.089299113
B,5/29/2020 2:30,150,0.634818532,2,1.75,0.089299113
B,5/29/2020 3:00,150,0.635389178,2,1.75,0.089299113
B,5/29/2020 3:30,150,0.636686934,2,1.75,0.089299113
B,5/29/2020 4:00,150,0.636714785,2,1.75,0.087390835
B,5/29/2020 4:30,150,0.637511009,2,1.75,0.087390835
B,5/29/2020 5:00,150,0.638421762,2,1.75,0.085649303
B,5/29/2020 5:30,150,0.640679214,2,1.75,0.085649303
B,5/29/2020 6:00,150,0.64212872,2,1.75,0.085649303
B,5/29/2020 6:30,150,0.697349615,2,1.75,0.085649303
B,5/29/2020 7:00,150,0.643848221,2,1.75,0.085649303
B,5/29/2020 7:30,150,0.738158102,2,1.75,0.085649303
B,5/29/2020 8:00,150,0.76910623,2,1.75,0.085649303
B,5/29/2020 8:30,150,0.777340534,2,1.75,0.085649303
B,5/29/2020 9:00,150,0.719365049,2,1.75,0.087557412
B,5/29/2020 9:30,150,0.680750328,2,1.75,0.087557412
B,5/29/2020 10:00,150,0.705984373,2,1.75,0.087557412
B,5/29/2020 10:30,150,0,2,1.75,0.091384934
B,5/29/2020 11:00,150,0.741821824,2,1.75,0.091384934
B,5/29/2020 11:30,150,0.719199855,2,1.75,0.091384934
B,5/29/2020 12:00,150,0.684038963,2,1.75,0.093304343
B,5/29/2020 12:30,150,0.638213349,2,1.494547081,0.094261718
B,5/29/2020 13:00,150,0.251484954,2,1.75,0.095227515
B,5/29/2020 13:30,150,0,2,1.75,0.097154447
B,5/29/2020 14:00,150,0,2,1.75,0.09909644
B,5/29/2020 14:30,150,0,2,1.75,0.10103091
B,5/29/2020 15:00,150,0.230904109,2,1.75,0.102969135
B,5/29/2020 15:30,150,0.664159718,2,1.75,0.104911112
B,5/29/2020 16:00,150,0.669627627,2,1.75,0.104911112
B,5/29/2020 16:30,150,0.629401524,2,1.75,0.106856841
B,5/29/2020 17:00,150,0.507114313,2,1.75,0.106856841
B,5/29/2020 17:30,150,0,2,1.75,0.105099612
B,5/29/2020 18:00,150,0,2,1.75,0.105099612
B,5/29/2020 18:30,150,0,2,1.75,0.105099612
B,5/29/2020 19:00,150,0,2,1.75,0.105099612
B,5/29/2020 19:30,150,0,2,1.75,0.105099612
B,5/29/2020 20:00,150,0.139715241,2,1.75,0.105099612
B,5/29/2020 20:30,150,0.144637706,2,1.75,0.105099612
B,5/29/2020 21:00,150,0.154440485,2,1.75,0.103154056
B,5/29/2020 21:30,150,0.184530467,2,1.75,0.103154056
B,5/29/2020 22:00,150,0.18506404,2,1.75,0.103154056
B,5/29/2020 22:30,150,0.389989687,2,1.75,0.103154056
B,5/29/2020 23:00,150,0.184998932,2,1.75,0.103154056
B,5/29/2020 23:30,150,0.404944929,2,1.75,0.103154056
B,5/30/2020 0:00,151,0.245760079,2,1.75,0.103154056
B,5/30/2020 0:30,151,0.43582751,2,1.75,0.103154056
B,5/30/2020 1:00,151,0.640346554,2,1.75,0.103154056
B,5/30/2020 1:30,151,0.641759703,2,1.75,0.103154056
B,5/30/2020 2:00,151,0.643456501,2,1.75,0.103154056
B,5/30/2020 2:30,151,0.643507941,2,1.75,0.101212252
B,5/30/2020 3:00,151,0.648111487,2,1.75,0.101212252
B,5/30/2020 3:30,151,0.436158479,2,1.75,0.101212252
B,5/30/2020 4:00,151,0.662063482,2,1.75,0.101212252
B,5/30/2020 4:30,151,0.671407748,2,1.75,0.099472052
B,5/30/2020 5:00,151,0.687017863,2,1.75,0.101212252
B,5/30/2020 5:30,151,0.687118935,2,1.75,0.101212252
B,5/30/2020 6:00,151,0.718254864,2,1.75,0.101212252
B,5/30/2020 6:30,151,0.718409254,2,1.75,0.101212252
B,5/30/2020 7:00,151,0.858852426,2,1.75,0.101212252
B,5/30/2020 7:30,151,0.865815421,2,1.75,0.101212252
B,5/30/2020 8:00,151,0.858852426,2,1.75,0.101212252
B,5/30/2020 8:30,151,0.870054193,2,1.75,0.101212252
B,5/30/2020 9:00,151,0.852751887,2,1.75,0.101212252
B,5/30/2020 9:30,151,0.837577908,2,1.75,0.103154056
B,5/30/2020 10:00,151,0.812543491,2,1.75,0.101413686
B,5/30/2020 10:30,151,0.799250096,2,1.75,0.103359069
B,5/30/2020 11:00,151,0.787547375,2,1.75,0.103359069
B,5/30/2020 11:30,151,0.738000778,2,1.75,0.105331021
B,5/30/2020 12:00,151,0,2,1.75,0.107283944
B,5/30/2020 12:30,151,0,2,1.75,0.109240611
B,5/30/2020 13:00,151,0,2,1.75,0.111201022
B,5/30/2020 13:30,151,0,2,1.75,0.113188169
B,5/30/2020 14:00,151,0,2,1.75,0.115156105
B,5/30/2020 14:30,151,0,2,1.75,0.117127778
B,5/30/2020 15:00,151,0,2,1.75,0.117127778
B,5/30/2020 15:30,151,0.167299543,2,1.75,0.119126314
B,5/30/2020 16:00,151,0,2,1.75,0.117360339
B,5/30/2020 16:30,151,0,2,1.75,0.119339349
B,5/30/2020 17:00,151,0.146792686,2,0.401029512,0.129486659
B,5/30/2020 17:30,151,0,2,1.75,0.119339349
B,5/30/2020 18:00,151,0,2,1.75,0.119339349
B,5/30/2020 18:30,151,0,2,1.75,0.119339349
B,5/30/2020 19:00,151,0,2,1.75,0.119339349
B,5/30/2020 19:30,151,0,2,1.75,0.117360339
B,5/30/2020 20:00,151,0,2,1.75,0.117360339
B,5/30/2020 20:30,151,0,2,1.75,0.117360339
B,5/30/2020 21:00,151,0,2,1.75,0.117360339
B,5/30/2020 21:30,151,0,2,1.75,0.115361981
B,5/30/2020 22:00,151,0,2,1.75,0.115361981
B,5/30/2020 22:30,151,0.154303968,2,1.75,0.115361981
B,5/30/2020 23:00,151,0.154479392,2,1.75,0.115361981
B,5/30/2020 23:30,151,0.184096387,2,1.75,0.115361981
B,5/31/2020 0:00,152,0.389876393,2,1.75,0.115361981
B,5/31/2020 0:30,152,0.18506404,2,1.75,0.115361981
B,5/31/2020 1:00,152,0.404803365,2,1.75,0.113592501
B,5/31/2020 1:30,152,0.245885158,2,1.75,0.115361981
B,5/31/2020 2:00,152,0.641563369,2,1.75,0.111621181
B,5/31/2020 2:30,152,0.643236203,2,1.75,0.111621181
B,5/31/2020 3:00,152,0.645307601,2,1.75,0.111621181
B,5/31/2020 3:30,152,0.64787175,2,1.75,0.111621181
B,5/31/2020 4:00,152,0.651149204,2,1.75,0.111621181
B,5/31/2020 4:30,152,0.729145037,2,1.75,0.111621181
B,5/31/2020 5:00,152,0.670957476,2,1.75,0.111621181
